1763155624.52	2	OFF
1763155627.76	3	ON
1763155631.91	4	OFF
1763155634.76	5	ON
1763155635.31	6	OFF
1763155638.87	7	ON
1767732558.68	166	OFF
1767732563.46	167	OFF
1767732565.14	168	OFF
1767732569.21	169	OFF
1767732570.69	170	OFF
1767732574.36	171	ON
1767732578.27	172	OFF
1767732580.08	173	OFF
1767732581.49	174	OFF
1767732582.35	175	OFF
1767732584.53	176	OFF
1767732588.85	177	ON
1767732592.42	178	ON
1767732592.84	179	OFF
1767732593.64	180	OFF
1767732598.21	181	ON
1767732602.33	182	OFF
1767732606.82	183	OFF
1767732607.50	184	ON
1767732608.79	185	OFF
1767732608.89	186	ON
1767732611.63	187	OFF
1767732615.92	188	OFF
1767732620.17	189	OFF
1767732622.20	190	ON
1767732622.93	191	ON
1767732626.02	192	OFF
1767732628.51	193	ON
1767732630.42	194	ON
1767732631.25	195	ON
1767732633.49	196	OFF
1767732634.88	197	ON
1767732638.61	198	OFF
1767732641.15	199	ON
1767732641.68	200	ON
1767732642.20	201	OFF
1767732646.88	202	OFF
1767732647.69	203	OFF
1767732651.67	204	OFF
1767732654.56	205	OFF
1767732655.81	206	ON
1767732659.29	207	ON
1767732661.11	208	ON
1767732665.61	209	OFF
1767732668.27	210	OFF
1767732669.84	211	ON
1767732674.28	212	OFF
1767732677.35	213	OFF
1767732681.68	214	OFF
1767732682.41	215	OFF
1767732685.91	216	OFF
1767732690.30	217	ON
1767732694.05	218	OFF
1767732696.06	219	OFF
1767732699.32	220	ON
1767732701.08	221	OFF
1767732702.14	222	ON
1767732702.88	223	ON
1767732707.05	224	OFF
1767732708.93	225	OFF
1767732713.26	226	OFF
1767732718.02	227	ON
1767732721.35	228	OFF
1767732723.34	229	OFF
1767732728.13	230	ON
1767732732.59	231	OFF
1767732735.03	232	ON
1767732735.57	233	OFF
1767732739.01	234	ON
1767732743.31	235	ON
1767732745.05	236	OFF
1767732746.11	237	ON
1767732748.41	238	ON
1767732749.86	239	ON
1767732750.53	240	ON
1767732752.48	241	ON
1767732754.00	242	OFF
1767732756.43	243	ON
