1761642487.66	0	-13.2 C
1761642488.54	1	-23.1 C
1761642489.54	2	-27.1 C
1761642490.54	3	-22.2 C
1761642491.54	4	0.9 C
1761642492.54	5	-14.1 C
1761642493.54	6	-6.8 C
1761642494.54	7	-3.5 C
1761642495.54	8	-31.5 C
1763154173.40	0	-10.2 C
1763154173.80	0	-10.2 C
1763154173.80	0	-10.2 C
1763154174.17	1	-24.2 C
1763154175.17	2	-33.5 C
1763154176.17	3	-13.3 C
1763154177.17	4	-13.5 C
1763154178.18	5	-24.6 C
1763154179.18	6	-6.3 C
1763154180.18	7	-18.8 C
1763154605.90	0	10.9 C
1763154606.30	0	10.9 C
1763154606.30	0	10.9 C
1763154606.83	1	3.6 C
1763154607.83	2	-3.6 C
1763154608.83	3	-3.1 C
1763154609.83	4	16.1 C
1763154610.83	5	-5.0 C
1763154611.83	6	12.0 C
1763154612.84	7	-5.3 C
1763154613.84	8	7.1 C
1763155627.19	0	-7.1 C
1763155627.52	1	13.9 C
1763155627.76	1	13.9 C
1763155628.16	1	13.9 C
1763155628.36	1	13.9 C
1763155628.52	2	-7.0 C
1763155628.92	2	-7.0 C
1763155628.92	2	-7.0 C
1763155629.02	2	-7.0 C
1763155629.22	2	-7.0 C
1763155629.42	2	-7.0 C
1763155629.53	3	-7.3 C
1763155629.92	3	-7.3 C
1763155630.12	3	-7.3 C
1763155630.32	3	-7.3 C
1763155630.52	3	-7.3 C
1763155630.53	4	-5.3 C
1763155630.88	4	-5.3 C
1763155631.08	4	-5.3 C
1763155631.28	4	-5.3 C
1763155631.48	4	-5.3 C
1763155631.53	5	-18.9 C
1763155631.91	5	-18.9 C
1763155632.11	5	-18.9 C
1763155632.20	5	-18.9 C
1763155632.40	5	-18.9 C
1763155632.53	6	2.0 C
1763155632.93	6	2.0 C
1763155633.13	6	2.0 C
1763155633.32	6	2.0 C
1763155633.52	6	2.0 C
1763155633.53	7	-28.9 C
1763155633.93	7	-28.9 C
1763155634.13	7	-28.9 C
1763155634.33	7	-28.9 C
1763155634.53	7	-28.9 C
1763155634.53	8	-9.6 C
1763155634.76	8	-9.6 C
1763155634.95	8	-9.6 C
1763155635.15	8	-9.6 C
1763155635.31	8	-9.6 C
1763155635.43	8	-9.6 C
1763155635.53	9	-10.8 C
1763155635.93	9	-10.8 C
1763155636.13	9	-10.8 C
1763155636.33	9	-10.8 C
1763155636.53	9	-10.8 C
1763155636.53	10	0.4 C
1763155637.13	10	0.4 C
1763155637.22	10	0.4 C
1763155637.42	10	0.4 C
1763155637.53	11	-16.2 C
1763155637.93	11	-16.2 C
1763155638.13	11	-16.2 C
1763155638.33	11	-16.2 C
1763155638.53	11	-16.2 C
1763155638.53	12	-28.0 C
1763155638.87	12	-28.0 C
1763155639.07	12	-28.0 C
1763155639.27	12	-28.0 C
1763155639.47	12	-28.0 C
1763155639.53	13	-2.6 C
1763155639.93	13	-2.6 C
1763155640.13	13	-2.6 C
1763155640.33	13	-2.6 C
1763155640.53	13	-2.6 C
1763155640.53	14	-21.9 C
1763155640.93	14	-21.9 C
1763155641.13	14	-21.9 C
1763155641.33	14	-21.9 C
1763155641.53	14	-21.9 C
1763155641.53	15	-17.3 C
1763155641.93	15	-17.3 C
1763155642.13	15	-17.3 C
1763155642.23	15	-17.3 C
1763155642.43	15	-17.3 C
1763155642.53	16	-24.9 C
1767629439.02	0	8.5 C
1767629439.22	0	8.5 C
1767629439.42	0	8.5 C
1767629439.62	0	8.5 C
1767629439.63	1	-7.4 C
1767629439.90	1	-7.4 C
1767629439.97	1	-7.4 C
1767629440.03	1	-7.4 C
1767629440.10	1	-7.4 C
1767629440.17	1	-7.4 C
1767629440.23	1	-7.4 C
1767629440.30	1	-7.4 C
1767629440.37	1	-7.4 C
1767629440.44	1	-7.4 C
1767629440.50	1	-7.4 C
1767629440.57	1	-7.4 C
1767629440.63	2	-15.0 C
1767629440.84	2	-15.0 C
1767629440.90	2	-15.0 C
1767629440.97	2	-15.0 C
1767629441.04	2	-15.0 C
1767629441.11	2	-15.0 C
1767629441.17	2	-15.0 C
1767629441.24	2	-15.0 C
1767629441.31	2	-15.0 C
1767629441.37	2	-15.0 C
1767629441.44	2	-15.0 C
1767629441.51	2	-15.0 C
1767629441.58	2	-15.0 C
1767629441.63	3	-16.2 C
1767629441.84	3	-16.2 C
1767629441.91	3	-16.2 C
1767629441.98	3	-16.2 C
1767629442.04	3	-16.2 C
1767629442.11	3	-16.2 C
1767629442.31	3	-16.2 C
1767629442.51	3	-16.2 C
1767629442.63	4	-18.9 C
1767629442.83	4	-18.9 C
1767629443.03	4	-18.9 C
1767629443.23	4	-18.9 C
1767629443.43	4	-18.9 C
1767629443.53	4	-18.9 C
1767629443.63	5	-22.0 C
1767629443.83	5	-22.0 C
1767629444.03	5	-22.0 C
1767629444.07	5	-22.0 C
1767629444.27	5	-22.0 C
1767629444.47	5	-22.0 C
1767629444.63	6	-33.7 C
1767629445.01	6	-33.7 C
1767631679.18	0	8.0 C
1767631679.38	1	9.2 C
1767631679.73	1	9.2 C
1767631679.80	1	9.2 C
1767631679.87	1	9.2 C
1767631679.93	1	9.2 C
1767631680.00	1	9.2 C
1767631680.07	1	9.2 C
1767631680.13	1	9.2 C
1767631680.20	1	9.2 C
1767631680.27	1	9.2 C
1767631680.34	1	9.2 C
1767631680.38	2	-10.2 C
1767631680.60	2	-10.2 C
1767631681.38	3	14.6 C
1767631682.38	4	0.5 C
1767631683.38	5	7.2 C
1767631684.38	6	5.4 C
1767631685.38	7	0.0 C
1767631686.38	8	16.8 C
1767631687.38	9	-14.1 C
1767631688.38	10	5.5 C
1767631689.38	11	7.8 C
1767631690.38	12	6.6 C
1767631691.38	13	16.8 C
1767631692.38	14	7.6 C
1767631693.38	15	22.7 C
1767631694.38	16	17.9 C
1767631695.38	17	-2.5 C
1767631696.38	18	5.1 C
1767631697.39	19	10.6 C
1767631698.42	20	0.8 C
1767631699.39	21	26.5 C
1767631700.39	22	20.5 C
1767631701.39	23	5.3 C
1767631702.39	24	12.9 C
1767631703.39	25	17.0 C
1767631704.39	26	20.4 C
1767631705.39	27	21.0 C
1767631706.39	28	20.2 C
1767631707.39	29	13.4 C
1767631708.39	30	10.4 C
1767631709.39	31	3.6 C
1767631710.59	32	8.9 C
1767631711.39	33	22.1 C
1767631712.39	34	15.3 C
1767631713.39	35	17.0 C
1767631714.39	36	23.9 C
1767631715.39	37	10.5 C
1767631716.39	38	-5.7 C
1767631717.39	39	21.8 C
1767631718.39	40	5.6 C
1767631719.39	41	16.3 C
1767631720.39	42	7.9 C
1767631721.39	43	10.3 C
1767631722.50	44	14.0 C
1767631723.39	45	28.7 C
1767631724.39	46	1.4 C
1767631725.39	47	7.1 C
1767631726.39	48	13.3 C
1767631727.39	49	20.4 C
1767631728.39	50	8.8 C
1767631729.39	51	6.3 C
1767631730.39	52	5.5 C
1767631731.39	53	18.9 C
1767631732.40	54	10.3 C
1767631733.40	55	1.6 C
1767631734.40	56	1.2 C
1767631735.40	57	-9.4 C
1767631736.40	58	1.2 C
