timestamp,epoch,cpu_system_pct,cpu_clients_pct,mem_system_mb,mem_clients_mb,throughput_lines_per_sec,user_count,phase
2026-04-17 20:21:31,1776435691,36.36,0.00,10289.93,719.01,131,400,active
2026-04-17 20:21:35,1776435695,19.12,0.00,10302.14,719.01,400,400,active
2026-04-17 20:21:39,1776435699,18.86,0.00,10375.05,719.01,800,400,active
2026-04-17 20:21:43,1776435703,28.75,0.00,10073.49,719.01,1200,400,active
2026-04-17 20:21:47,1776435707,29.39,0.00,10230.93,719.01,1442,400,active
2026-04-17 20:21:50,1776435710,18.06,0.00,10285.00,719.01,1600,400,active
2026-04-17 20:21:54,1776435714,23.22,0.00,10251.18,719.01,2000,400,active
2026-04-17 20:21:58,1776435718,21.42,0.00,10213.43,719.01,2400,400,active
2026-04-17 20:22:02,1776435722,20.50,0.00,10220.31,719.01,2563,400,active
2026-04-17 20:22:05,1776435725,21.39,0.00,10117.61,719.01,2800,400,active
2026-04-17 20:22:09,1776435729,26.86,0.00,10240.13,719.01,3200,400,active
2026-04-17 20:22:13,1776435733,23.95,0.00,10275.64,719.01,3600,400,active
2026-04-17 20:22:17,1776435737,23.70,0.00,10308.75,719.01,3940,400,active
2026-04-17 20:22:20,1776435740,19.18,0.00,10299.75,719.01,4000,400,active
2026-04-17 20:22:24,1776435744,22.35,0.00,10254.57,719.01,4400,400,active
2026-04-17 20:22:28,1776435748,20.76,0.00,9995.45,719.01,4800,400,active
2026-04-17 20:22:32,1776435752,27.74,0.00,10230.32,719.01,5200,400,active
2026-04-17 20:22:36,1776435756,21.58,0.00,10324.01,719.01,5200,400,active
2026-04-17 20:22:39,1776435759,23.79,0.00,10331.97,719.01,5600,400,active
2026-04-17 20:22:43,1776435763,20.76,0.00,10314.94,719.01,6000,400,active
2026-04-17 20:22:47,1776435767,23.05,0.00,10275.86,719.01,6400,400,active
2026-04-17 20:22:51,1776435771,20.89,0.00,10269.63,719.01,6400,400,active
2026-04-17 20:22:55,1776435775,22.61,0.00,10292.47,719.01,6800,400,active
2026-04-17 20:22:58,1776435778,21.32,0.00,10266.30,719.01,7200,400,active
