timestamp,epoch,cpu_system_pct,cpu_clients_pct,mem_system_mb,mem_clients_mb,throughput_lines_per_sec,user_count,phase
2026-04-17 23:13:51,1776446031,16.67,1.65,7491.09,452.11,6630,250,active
2026-04-17 23:13:54,1776446034,19.46,1.98,7826.28,452.12,20170,250,active
2026-04-17 23:13:57,1776446037,22.97,1.98,7741.41,452.12,37975,250,active
2026-04-17 23:14:00,1776446040,27.28,1.98,7726.23,452.12,47367,250,active
2026-04-17 23:14:03,1776446043,21.10,2.31,7735.07,452.12,60903,250,active
2026-04-17 23:14:06,1776446046,17.28,2.31,7713.64,452.12,76708,250,active
2026-04-17 23:14:09,1776446049,21.48,2.64,7771.98,452.12,119404,250,active
2026-04-17 23:14:12,1776446052,25.43,2.64,7860.58,452.13,131699,250,active
2026-04-17 23:14:15,1776446055,17.33,2.97,7948.20,452.13,147829,250,active
2026-04-17 23:14:18,1776446058,18.68,3.30,7953.45,452.13,164788,250,active
2026-04-17 23:14:21,1776446061,26.96,3.30,7985.54,452.13,175966,250,active
2026-04-17 23:14:24,1776446064,25.94,3.30,8063.95,452.14,194126,250,active
2026-04-17 23:14:27,1776446067,24.13,3.30,8034.48,452.14,207403,250,active
2026-04-17 23:14:30,1776446070,16.87,3.96,8040.48,452.14,225176,250,active
2026-04-17 23:14:33,1776446073,17.35,4.29,8034.64,452.15,281204,250,active
2026-04-17 23:14:36,1776446076,16.95,4.95,8047.57,452.15,293954,250,active
2026-04-17 23:14:39,1776446079,17.06,6.27,8057.16,452.16,308141,250,active
2026-04-17 23:14:42,1776446082,19.73,9.90,7952.34,452.16,322583,250,active
2026-04-17 23:14:45,1776446085,16.35,12.55,7965.00,452.16,334517,250,active
2026-04-17 23:14:48,1776446088,16.42,17.50,8022.82,452.16,352236,250,active
2026-04-17 23:14:51,1776446091,17.59,23.44,8048.17,452.16,365631,250,active
2026-04-17 23:14:54,1776446094,17.45,29.38,8066.02,452.16,379405,250,active
2026-04-17 23:14:57,1776446097,17.23,37.30,8037.60,452.16,392800,250,active
2026-04-17 23:15:00,1776446100,17.44,42.58,8096.12,452.17,409705,250,active
2026-04-17 23:15:03,1776446103,17.99,46.87,8109.64,452.17,422669,250,active
2026-04-17 23:15:06,1776446106,17.17,52.48,8100.83,452.18,463456,250,active
2026-04-17 23:15:09,1776446109,15.29,58.10,8101.92,452.20,479335,250,active
2026-04-17 23:15:12,1776446112,17.63,66.36,8090.58,452.21,499900,250,active
2026-04-17 23:15:15,1776446115,16.73,71.99,8068.18,452.29,511526,250,active
2026-04-17 23:15:18,1776446118,19.10,74.63,8087.36,453.09,528329,250,active
2026-04-17 23:15:21,1776446121,25.20,77.27,8166.80,453.09,538287,250,active
2026-04-17 23:15:24,1776446124,17.44,78.60,8176.45,453.09,554555,250,active
2026-04-17 23:15:27,1776446127,26.99,81.57,8176.27,453.09,568527,250,active
2026-04-17 23:15:30,1776446130,16.93,81.91,8176.84,453.09,585903,250,active
2026-04-17 23:15:33,1776446133,18.61,83.57,8173.68,453.09,629019,250,active
2026-04-17 23:15:36,1776446136,17.75,85.23,8166.48,453.10,651196,250,active
2026-04-17 23:15:39,1776446139,17.09,85.90,8169.50,453.10,663855,250,active
2026-04-17 23:15:42,1776446142,16.41,85.90,8167.59,453.10,674112,250,active
2026-04-17 23:15:45,1776446145,14.49,87.26,8165.22,453.11,693483,250,active
2026-04-17 23:15:48,1776446148,16.39,88.28,8161.23,453.11,711804,250,active
2026-04-17 23:15:51,1776446151,17.35,90.32,8159.46,453.11,726933,250,active
2026-04-17 23:15:54,1776446154,14.71,91.68,8161.98,453.11,740565,250,active
2026-04-17 23:15:57,1776446157,14.85,92.70,8163.45,453.11,757752,250,active
2026-04-17 23:16:00,1776446160,16.11,94.40,8161.43,453.12,798667,250,active
2026-04-17 23:16:03,1776446163,18.30,98.13,8161.31,453.12,814663,250,active
2026-04-17 23:16:06,1776446166,19.74,101.53,8159.00,453.13,826368,250,active
2026-04-17 23:16:09,1776446169,16.82,104.93,8156.46,453.13,837085,250,active
2026-04-17 23:16:12,1776446172,19.49,109.01,8156.36,453.13,856680,250,active
2026-04-17 23:16:15,1776446175,18.34,117.15,8177.08,453.13,871102,250,active
2026-04-17 23:16:18,1776446178,24.08,124.29,8239.01,453.14,887108,250,active
2026-04-17 23:16:21,1776446181,18.67,128.71,8260.14,453.14,903425,250,active
2026-04-17 23:16:24,1776446184,18.62,131.77,8254.91,453.14,916522,250,active
2026-04-17 23:16:27,1776446187,17.74,137.55,8243.14,453.14,939209,250,active
2026-04-17 23:16:30,1776446190,16.16,142.31,8261.86,453.14,971026,250,active
2026-04-17 23:16:33,1776446193,19.76,147.39,8266.90,453.14,986763,250,active
2026-04-17 23:16:36,1776446196,16.56,150.78,8250.08,453.15,996808,250,active
2026-04-17 23:16:39,1776446199,16.07,156.54,8246.03,453.17,1012302,250,active
2026-04-17 23:16:42,1776446202,17.94,160.27,8223.09,453.18,1025662,250,active
2026-04-17 23:16:45,1776446205,17.37,164.65,8214.12,453.19,1042207,250,active
2026-04-17 23:16:48,1776446208,16.55,166.67,8215.16,453.19,1055054,250,active
2026-04-17 23:16:51,1776446211,18.53,170.06,8227.54,453.20,1073046,250,active
2026-04-17 23:16:54,1776446214,16.50,174.10,8276.12,454.07,1086733,250,active
2026-04-17 23:16:57,1776446217,17.75,176.08,8291.01,454.07,1114216,250,active
2026-04-17 23:17:00,1776446220,17.62,178.06,8297.47,454.07,1140665,250,active
2026-04-17 23:17:03,1776446223,16.50,179.71,8296.14,454.07,1153594,250,active
2026-04-17 23:17:06,1776446226,16.99,182.68,8329.02,454.07,1176121,250,active
2026-04-17 23:17:09,1776446229,21.73,185.32,8352.54,454.07,1192978,250,active
2026-04-17 23:17:12,1776446232,22.54,188.29,8351.11,454.08,1202257,250,active
2026-04-17 23:17:15,1776446235,17.99,189.94,8366.66,454.08,1219276,250,active
2026-04-17 23:17:18,1776446238,16.48,192.91,8331.16,454.08,1233374,250,active
2026-04-17 23:17:21,1776446241,19.84,195.88,8311.40,454.08,1249506,250,active
2026-04-17 23:17:24,1776446244,17.11,199.51,8293.19,454.08,1266202,250,active
2026-04-17 23:17:27,1776446247,18.20,203.80,8272.36,454.09,1306869,250,active
2026-04-17 23:17:30,1776446250,16.52,208.42,8259.14,454.09,1322787,250,active
2026-04-17 23:17:33,1776446253,17.56,215.02,8254.30,454.09,1338631,250,active
2026-04-17 23:17:36,1776446256,17.53,221.29,8246.26,454.09,1351485,250,active
2026-04-17 23:17:39,1776446259,18.43,222.94,8248.85,454.09,1368503,250,active
2026-04-17 23:17:42,1776446262,21.42,229.87,8264.50,454.11,1385663,250,active
2026-04-17 23:17:45,1776446265,18.56,234.49,8248.92,454.11,1398645,250,active
2026-04-17 23:17:48,1776446268,16.47,237.46,8251.63,454.11,1412123,250,active
2026-04-17 23:17:51,1776446271,17.15,241.42,8266.59,454.11,1422600,250,active
2026-04-17 23:17:54,1776446274,15.01,246.38,8308.37,454.11,1435986,250,active
2026-04-17 23:17:57,1776446277,17.64,250.34,8304.66,454.11,1483454,250,active
2026-04-17 23:18:00,1776446280,18.38,255.96,8337.55,454.11,1495748,250,active
2026-04-17 23:18:03,1776446283,17.37,258.60,8331.08,454.11,1512008,250,active
2026-04-17 23:18:06,1776446286,16.84,264.54,8396.11,454.12,1529760,250,active
2026-04-17 23:18:09,1776446289,17.07,269.16,8479.02,454.13,1544567,250,active
2026-04-17 23:18:12,1776446292,18.20,273.46,8451.62,454.14,1561830,250,active
2026-04-17 23:18:15,1776446295,16.55,277.43,8464.00,454.15,1575029,250,active
2026-04-17 23:18:18,1776446298,17.01,284.38,8457.85,454.16,1589065,250,active
2026-04-17 23:18:21,1776446301,18.92,288.70,8430.71,454.17,1602122,250,active
2026-04-17 23:18:24,1776446304,16.38,291.01,8487.16,455.00,1646558,250,active
2026-04-17 23:18:27,1776446307,19.60,294.32,8510.34,455.04,1661971,250,active
2026-04-17 23:18:30,1776446310,19.59,295.97,8521.01,455.04,1674591,250,active
2026-04-17 23:18:33,1776446313,15.77,298.94,8547.48,455.04,1687045,250,active
2026-04-17 23:18:36,1776446316,17.62,304.56,8546.84,455.05,1706778,250,active
2026-04-17 23:18:39,1776446319,13.16,305.90,8549.23,455.05,1720215,250,active
2026-04-17 23:18:42,1776446322,13.80,311.19,8573.32,455.05,1739483,250,active
2026-04-17 23:18:45,1776446325,14.26,316.83,8583.38,455.06,1754093,250,active
2026-04-17 23:18:48,1776446328,14.72,319.49,8629.30,455.06,1770555,250,active
