timestamp,epoch,cpu_system_pct,cpu_clients_pct,mem_system_mb,mem_clients_mb,throughput_lines_per_sec,user_count,phase
2026-04-17 20:11:31,1776435091,25.00,0.00,10031.62,898.77,500,500,active
2026-04-17 20:11:35,1776435095,21.09,0.00,10201.30,898.77,1000,500,active
2026-04-17 20:11:40,1776435100,25.62,0.00,10215.13,898.77,1500,500,active
2026-04-17 20:11:45,1776435105,20.62,0.00,10196.47,898.77,1809,500,active
2026-04-17 20:11:50,1776435110,19.65,0.00,10168.95,898.77,2000,500,active
2026-04-17 20:11:54,1776435114,19.90,0.00,10139.96,898.77,2500,500,active
2026-04-17 20:11:59,1776435119,21.53,0.00,10214.10,898.77,3000,500,active
2026-04-17 20:12:04,1776435124,26.49,0.00,10247.42,898.77,3500,500,active
2026-04-17 20:12:08,1776435128,19.99,0.00,10279.64,898.77,4000,500,active
2026-04-17 20:12:13,1776435133,19.98,0.00,10276.42,898.77,4500,500,active
2026-04-17 20:12:18,1776435138,18.71,0.00,10030.42,898.77,5000,500,active
2026-04-17 20:12:22,1776435142,19.20,0.00,10070.22,898.77,5500,500,active
2026-04-17 20:12:27,1776435147,20.04,0.00,10354.70,898.77,6000,500,active
2026-04-17 20:12:31,1776435151,21.69,0.00,10406.05,898.77,6500,500,active
2026-04-17 20:12:36,1776435156,26.31,0.00,10385.89,898.77,7000,500,active
2026-04-17 20:12:41,1776435161,21.02,0.00,10371.59,898.77,7500,500,active
2026-04-17 20:12:46,1776435166,21.27,0.00,10385.26,898.77,8000,500,active
2026-04-17 20:12:50,1776435170,25.53,0.00,10449.83,898.77,8500,500,active
2026-04-17 20:12:55,1776435175,20.56,0.00,10442.67,898.77,8916,500,active
2026-04-17 20:13:00,1776435180,21.33,0.00,10412.88,898.77,9134,500,active
2026-04-17 20:13:04,1776435184,20.12,0.00,10446.51,898.77,9500,500,active
2026-04-17 20:13:09,1776435189,20.61,0.00,10487.54,898.77,10000,500,active
2026-04-17 20:13:14,1776435194,21.03,0.00,10527.66,898.77,10500,500,active
2026-04-17 20:13:19,1776435199,28.79,0.00,10570.45,898.77,11000,500,active
2026-04-17 20:13:23,1776435203,21.53,0.00,10514.68,898.77,11500,500,active
2026-04-17 20:13:28,1776435208,25.43,0.00,10539.23,898.77,12000,500,active
2026-04-17 20:13:33,1776435213,21.15,0.00,10489.95,898.77,12500,500,active
2026-04-17 20:13:38,1776435218,20.83,0.00,10454.04,898.77,13000,500,active
2026-04-17 20:13:43,1776435223,26.58,0.00,10454.67,898.77,13500,500,active
2026-04-17 20:13:47,1776435227,24.73,0.00,10500.01,898.77,14000,500,active
2026-04-17 20:13:52,1776435232,23.76,0.00,10494.66,898.77,14500,500,active
2026-04-17 20:13:57,1776435237,25.87,0.00,10504.41,898.77,15000,500,active
2026-04-17 20:14:02,1776435242,20.13,0.00,10496.01,898.77,15500,500,active
2026-04-17 20:14:07,1776435247,22.17,0.00,10502.70,898.77,16000,500,active
2026-04-17 20:14:11,1776435251,26.75,0.00,10482.08,898.77,16500,500,active
2026-04-17 20:14:16,1776435256,21.24,0.00,10409.01,898.77,17000,500,active
2026-04-17 20:14:21,1776435261,20.72,0.00,10377.14,898.77,17500,500,active
2026-04-17 20:14:26,1776435266,25.21,0.00,10314.41,898.77,18000,500,active
2026-04-17 20:14:30,1776435270,19.10,0.00,10282.34,898.77,18500,500,active
2026-04-17 20:14:35,1776435275,25.30,0.00,10347.97,898.77,18954,500,active
