timestamp,epoch,cpu_system_pct,cpu_clients_pct,mem_system_mb,mem_clients_mb,throughput_lines_per_sec,user_count,phase
2026-04-17 21:16:13,1776438973,50.00,0.66,8342.47,542.70,22516,300,active
2026-04-17 21:16:16,1776438976,23.48,0.66,8540.56,542.70,39475,300,active
2026-04-17 21:16:20,1776438980,20.17,0.99,8559.40,542.70,53486,300,active
2026-04-17 21:16:23,1776438983,21.94,1.32,8512.79,542.71,78881,300,active
2026-04-17 21:16:26,1776438986,25.53,1.32,8603.30,542.71,94577,300,active
2026-04-17 21:16:29,1776438989,20.50,1.98,8677.64,542.72,144984,300,active
2026-04-17 21:16:32,1776438992,22.10,1.98,8762.30,542.73,160702,300,active
2026-04-17 21:16:35,1776438995,23.72,2.64,8747.29,542.73,186774,300,active
2026-04-17 21:16:38,1776438998,22.42,2.97,8784.20,542.73,200111,300,active
2026-04-17 21:16:42,1776439002,26.44,3.30,8774.84,542.73,222348,300,active
2026-04-17 21:16:45,1776439005,28.31,3.63,8794.72,542.74,238423,300,active
2026-04-17 21:16:48,1776439008,20.17,3.63,8840.76,542.74,258656,300,active
2026-04-17 21:16:51,1776439011,23.25,3.96,8855.62,542.74,275588,300,active
2026-04-17 21:16:54,1776439014,18.28,4.29,8890.23,542.74,290717,300,active
2026-04-17 21:16:57,1776439017,16.05,4.62,8922.96,542.74,347660,300,active
2026-04-17 21:17:01,1776439021,33.44,6.60,8956.79,542.74,367418,300,active
2026-04-17 21:17:04,1776439024,26.15,10.56,8943.27,542.74,384991,300,active
2026-04-17 21:17:08,1776439028,26.53,13.20,8936.43,542.74,409806,300,active
2026-04-17 21:17:11,1776439031,24.35,19.47,8915.49,542.74,422023,300,active
2026-04-17 21:17:14,1776439034,25.93,27.39,8965.61,542.75,441997,300,active
2026-04-17 21:17:17,1776439037,19.65,36.96,8993.41,542.75,458330,300,active
2026-04-17 21:17:20,1776439040,20.71,47.19,8960.93,542.76,482136,300,active
2026-04-17 21:17:24,1776439044,24.66,56.76,8990.59,542.77,501346,300,active
2026-04-17 21:17:27,1776439047,22.20,61.38,8974.92,542.78,551494,300,active
2026-04-17 21:17:30,1776439050,23.19,68.98,8965.56,542.79,570043,300,active
2026-04-17 21:17:33,1776439053,20.60,75.91,8957.65,542.80,586690,300,active
2026-04-17 21:17:37,1776439057,22.60,81.52,8961.46,542.81,604740,300,active
2026-04-17 21:17:40,1776439060,23.58,86.17,8853.96,543.82,618514,300,active
2026-04-17 21:17:43,1776439063,18.23,91.13,8871.26,543.88,640299,300,active
2026-04-17 21:17:46,1776439066,19.51,92.78,8885.11,543.88,661057,300,active
2026-04-17 21:17:49,1776439069,18.76,94.77,8928.71,543.88,686317,300,active
2026-04-17 21:17:52,1776439072,22.36,96.76,8923.25,543.88,700545,300,active
2026-04-17 21:17:55,1776439075,22.12,97.75,8860.25,543.88,751425,300,active
2026-04-17 21:17:59,1776439079,21.36,99.41,8899.73,543.88,774550,300,active
2026-04-17 21:18:02,1776439082,20.19,101.08,8893.42,543.89,785444,300,active
2026-04-17 21:18:05,1776439085,15.18,102.75,8911.08,543.90,804474,300,active
2026-04-17 21:18:08,1776439088,12.84,104.44,8970.83,543.90,819603,300,active
2026-04-17 21:18:11,1776439091,16.16,104.78,9024.86,543.90,835848,300,active
2026-04-17 21:18:14,1776439094,17.26,105.12,9034.30,543.91,856210,300,active
2026-04-17 21:18:17,1776439097,16.53,106.48,9087.70,543.91,872156,300,active
2026-04-17 21:18:20,1776439100,11.98,106.48,9113.85,543.91,892259,300,active
2026-04-17 21:18:23,1776439103,11.86,110.22,9031.82,543.91,908075,300,active
2026-04-17 21:18:26,1776439106,14.59,112.94,9048.82,543.91,957690,300,active
2026-04-17 21:18:29,1776439109,11.39,116.34,9066.78,543.91,973119,300,active
2026-04-17 21:18:32,1776439112,11.60,118.72,9090.37,543.91,992277,300,active
2026-04-17 21:18:35,1776439115,12.18,124.16,9096.30,543.91,1011581,300,active
2026-04-17 21:18:38,1776439118,12.62,131.30,9113.41,543.91,1030895,300,active
2026-04-17 21:18:41,1776439121,13.79,136.38,9122.21,543.91,1046711,300,active
2026-04-17 21:18:44,1776439124,13.81,147.94,9168.00,543.91,1074362,300,active
2026-04-17 21:18:47,1776439127,14.72,154.05,9069.88,543.91,1097271,300,active
2026-04-17 21:18:50,1776439130,12.58,160.84,9064.11,543.92,1113882,300,active
2026-04-17 21:18:53,1776439133,13.03,168.29,9037.88,543.93,1167397,300,active
2026-04-17 21:18:56,1776439136,15.03,175.06,9089.33,543.93,1182957,300,active
2026-04-17 21:18:59,1776439139,12.14,179.82,9066.48,543.94,1194787,300,active
2026-04-17 21:19:02,1776439142,12.20,184.58,9152.05,543.95,1214024,300,active
2026-04-17 21:19:05,1776439145,23.05,187.63,8991.95,543.96,1233405,300,active
2026-04-17 21:19:08,1776439148,17.78,192.38,8666.82,543.97,1246623,300,active
2026-04-17 21:19:11,1776439151,16.64,199.47,8739.52,543.98,1273453,300,active
2026-04-17 21:19:14,1776439154,15.85,203.84,8793.71,543.98,1289401,300,active
2026-04-17 21:19:17,1776439157,13.43,208.21,8843.57,544.02,1305351,300,active
2026-04-17 21:19:20,1776439160,12.40,213.21,8881.55,545.00,1359389,300,active
2026-04-17 21:19:23,1776439163,12.29,214.86,8880.37,545.05,1376977,300,active
2026-04-17 21:19:26,1776439166,13.75,218.49,8878.61,545.05,1405076,300,active
2026-04-17 21:19:29,1776439169,15.94,221.79,8922.28,545.05,1420506,300,active
2026-04-17 21:19:32,1776439172,13.48,227.07,8721.25,545.05,1443652,300,active
2026-04-17 21:19:35,1776439175,16.94,230.37,8780.93,545.06,1464014,300,active
2026-04-17 21:19:38,1776439178,12.62,233.34,8786.14,545.07,1479960,300,active
2026-04-17 21:19:41,1776439181,15.78,236.64,8577.98,545.07,1499763,300,active
2026-04-17 21:19:44,1776439184,12.93,242.25,8564.47,545.08,1519479,300,active
2026-04-17 21:19:47,1776439187,12.58,246.54,8487.93,545.08,1569093,300,active
2026-04-17 21:19:50,1776439190,13.41,249.84,8385.62,545.08,1584522,300,active
2026-04-17 21:19:53,1776439193,12.47,254.79,8474.74,545.08,1600080,300,active
2026-04-17 21:19:56,1776439196,15.37,259.41,8435.25,545.09,1617427,300,active
2026-04-17 21:19:59,1776439199,17.30,264.70,8385.25,545.09,1631109,300,active
2026-04-17 21:20:02,1776439202,13.18,268.99,8335.21,545.09,1647058,300,active
2026-04-17 21:20:05,1776439205,14.85,273.61,8248.64,545.09,1667265,300,active
2026-04-17 21:20:08,1776439208,14.50,278.89,8013.52,545.09,1679344,300,active
2026-04-17 21:20:11,1776439211,13.66,286.48,7995.41,545.09,1703507,300,active
2026-04-17 21:20:14,1776439214,15.66,290.77,8062.46,545.09,1723837,300,active
2026-04-17 21:20:17,1776439217,13.57,298.37,8117.98,545.10,1776550,300,active
2026-04-17 21:20:20,1776439220,13.97,304.31,8150.54,545.10,1792291,300,active
2026-04-17 21:20:23,1776439223,13.32,307.94,8172.34,545.11,1807759,300,active
2026-04-17 21:20:26,1776439226,13.89,313.23,8188.82,545.12,1827400,300,active
2026-04-17 21:20:29,1776439229,13.81,320.82,8016.32,545.13,1843009,300,active
2026-04-17 21:20:32,1776439232,13.22,322.80,8055.66,545.14,1862709,300,active
2026-04-17 21:20:35,1776439235,13.93,329.75,8073.11,545.16,1879133,300,active
2026-04-17 21:20:38,1776439238,12.85,333.71,8038.68,545.20,1899030,300,active
2026-04-17 21:20:41,1776439241,15.63,339.00,8077.37,546.13,1911220,300,active
2026-04-17 21:20:44,1776439244,12.48,343.95,8049.03,546.22,1976975,300,active
2026-04-17 21:20:47,1776439247,20.59,350.57,8139.10,546.22,1991169,300,active
2026-04-17 21:20:50,1776439250,24.85,354.88,8283.44,546.22,2007952,300,active
2026-04-17 21:20:53,1776439253,19.60,358.51,8343.24,546.22,2026253,300,active
2026-04-17 21:20:56,1776439256,27.19,362.82,8342.05,546.23,2046815,300,active
2026-04-17 21:20:59,1776439259,19.04,366.45,8226.60,546.23,2062255,300,active
2026-04-17 21:21:02,1776439262,18.01,370.09,8272.95,546.23,2078613,300,active
2026-04-17 21:21:05,1776439265,17.06,373.72,8227.80,546.24,2097990,300,active
2026-04-17 21:21:08,1776439268,11.56,380.03,8180.99,546.24,2117819,300,active
2026-04-17 21:21:11,1776439271,14.52,382.02,8153.37,546.24,2171722,300,active
2026-04-17 21:21:14,1776439274,13.90,386.67,8195.97,546.25,2186865,300,active
2026-04-17 21:21:17,1776439277,11.82,390.32,8241.27,546.25,2202892,300,active
