timestamp,epoch,cpu_system_pct,cpu_clients_pct,mem_system_mb,mem_clients_mb,throughput_lines_per_sec,user_count,phase
2026-04-17 23:19:42,1776446382,14.29,2.31,7400.63,361.91,17491,200,active
2026-04-17 23:19:45,1776446385,12.22,2.31,7496.38,361.92,40881,200,active
2026-04-17 23:19:48,1776446388,10.96,2.64,7536.58,361.92,83955,200,active
2026-04-17 23:19:51,1776446391,9.94,2.64,7611.51,361.92,106884,200,active
2026-04-17 23:19:54,1776446394,12.57,2.98,7581.50,361.93,134420,200,active
2026-04-17 23:19:57,1776446397,13.45,2.98,7758.75,361.93,163519,200,active
2026-04-17 23:20:00,1776446400,15.04,3.99,7671.98,361.93,206101,200,active
2026-04-17 23:20:03,1776446403,12.58,5.97,7662.73,361.94,231889,200,active
2026-04-17 23:20:06,1776446406,10.34,12.24,7679.01,361.94,252618,200,active
2026-04-17 23:20:09,1776446409,11.17,17.54,7678.92,361.94,273405,200,active
2026-04-17 23:20:12,1776446412,9.02,27.78,7675.71,361.94,296463,200,active
2026-04-17 23:20:15,1776446415,10.36,37.02,7678.51,362.56,341503,200,active
2026-04-17 23:20:18,1776446418,10.32,46.59,7669.46,362.69,362292,200,active
2026-04-17 23:20:21,1776446421,9.40,54.19,7678.82,362.70,390458,200,active
2026-04-17 23:20:24,1776446424,11.19,61.79,7730.20,362.70,411342,200,active
2026-04-17 23:20:27,1776446427,10.74,63.77,7726.39,362.70,431872,200,active
2026-04-17 23:20:30,1776446430,12.26,66.42,7734.48,362.71,487229,200,active
2026-04-17 23:20:33,1776446433,10.12,68.09,7750.75,362.71,508485,200,active
2026-04-17 23:20:36,1776446436,10.01,70.76,7739.84,362.71,533416,200,active
2026-04-17 23:20:39,1776446439,12.15,72.77,7738.98,362.71,554661,200,active
2026-04-17 23:20:42,1776446442,12.25,74.47,7767.51,362.71,578050,200,active
2026-04-17 23:20:45,1776446445,12.46,77.53,7790.48,362.72,622831,200,active
2026-04-17 23:20:48,1776446448,10.17,80.93,7773.83,362.72,645890,200,active
2026-04-17 23:20:51,1776446451,10.96,85.69,7774.25,362.72,664019,200,active
2026-04-17 23:20:54,1776446454,11.70,92.82,7906.07,363.46,695066,200,active
2026-04-17 23:20:57,1776446457,17.86,101.61,7956.57,363.47,715853,200,active
2026-04-17 23:21:00,1776446460,12.27,111.80,7921.18,363.48,760765,200,active
2026-04-17 23:21:03,1776446463,14.59,118.55,7920.38,363.48,785917,200,active
2026-04-17 23:21:06,1776446466,16.14,125.66,7927.48,363.48,805756,200,active
2026-04-17 23:21:09,1776446469,14.47,134.77,7962.86,363.48,835269,200,active
2026-04-17 23:21:12,1776446472,13.76,140.50,7973.23,363.49,857336,200,active
2026-04-17 23:21:15,1776446475,14.59,145.53,7990.46,363.49,908686,200,active
2026-04-17 23:21:18,1776446478,14.79,149.84,7991.63,363.49,931615,200,active
2026-04-17 23:21:21,1776446481,14.55,153.14,7986.81,363.50,953465,200,active
2026-04-17 23:21:24,1776446484,13.63,157.10,7936.50,363.50,971979,200,active
2026-04-17 23:21:27,1776446487,10.37,162.05,7942.57,363.50,1018302,200,active
2026-04-17 23:21:30,1776446490,13.86,165.02,7943.50,363.50,1044091,200,active
2026-04-17 23:21:33,1776446493,13.48,171.95,7934.43,363.50,1067021,200,active
2026-04-17 23:21:36,1776446496,12.57,176.58,7974.03,364.25,1090537,200,active
2026-04-17 23:21:39,1776446499,15.44,186.15,7964.76,364.25,1111266,200,active
2026-04-17 23:21:42,1776446502,8.44,196.06,7933.40,364.26,1161424,200,active
2026-04-17 23:21:45,1776446505,13.24,204.33,7932.76,364.26,1189435,200,active
2026-04-17 23:21:48,1776446508,14.86,212.26,7936.83,364.27,1213655,200,active
2026-04-17 23:21:51,1776446511,10.28,217.21,7945.91,364.27,1236058,200,active
