1775223901.008	1	ON
1775223904.461	2	OFF
1775223908.971	3	OFF
1775223910.241	4	ON
1775223913.515	5	ON
1775223918.183	6	OFF
1775223922.37	7	OFF
1775223922.504	8	ON
1775223924.982	9	ON
1775223926.983	10	OFF
1775223930.01	11	ON
1775223930.353	12	OFF
1775223932.728	13	OFF
1775223937.464	14	OFF
1775223941.7	15	OFF
1775223944.889	16	ON
1775223945.703	17	OFF
1775223946.489	18	ON
1775223951.039	19	ON
1775223951.216	20	ON
1775223955.257	21	OFF
1775223959.201	22	ON
1775223963.32	23	ON
1775223966.433	24	ON
1775223970.873	25	ON
1775223971.759	26	ON
1775223973.352	27	ON
1775223974.62	28	ON
1775223977.77	29	ON
1775223979.841	30	OFF
1775223984.379	31	ON
1775223988.943	32	ON
1775223992.66	33	ON
1775223995.244	34	ON
1775223995.774	35	ON
1775223996.619	36	OFF
1775224000.936	37	ON
1775224003.203	38	OFF
1775224006.586	39	OFF
1775224010.013	40	ON
1775224014.641	41	OFF
1775224018.976	42	ON
1775224019.79	43	OFF
1775224020.098	44	ON
1775224021.209	45	ON
1775224023.681	46	ON
1775224026.714	47	ON
1775224028.362	48	ON
1775224032.989	49	OFF
1775224033.4	50	ON
1775224036.422	51	OFF
1775224040.976	52	OFF
1775224044.587	53	OFF
1775224048.97	54	ON
1775224052.157	55	OFF
1775224057.125	56	ON
1775224060.596	57	OFF
1775224062.783	58	ON
1775224064.579	59	ON
1775224067.101	60	OFF
1775224067.811	61	OFF
1775224070.725	62	ON
1775224071.77	63	OFF
1775224074.411	64	ON
1775224075.918	65	ON
1775224079.545	66	OFF
1775224082.007	67	ON
1775224084.595	68	ON
1775224088.811	69	ON
1775224091.839	70	OFF
1775224094.161	71	ON
1775224096.689	72	ON
1775224100.647	73	OFF
1775224105.474	74	OFF
1775224109.387	75	OFF
1775224112.994	76	OFF
1775224113.728	77	ON
1775224117.617	78	OFF
1775224119.465	79	OFF
1775224123.113	80	ON
1775224123.813	81	ON
1775224124.923	82	OFF
1775224125.38	83	OFF
1775224126.399	84	OFF
1775224128.268	85	OFF
1775224129.805	86	OFF
1775224130.443	87	OFF
1775224130.757	88	ON
1775224135.358	89	OFF
1775224138.78	90	ON
1775224143.043	91	OFF
1775224144.824	92	OFF
1775224149.031	93	ON
1775224152.169	94	OFF
1775224155.428	95	ON
1775224159.305	96	OFF
1775224161.35	97	ON
1775224166.266	98	ON
1775224170.181	99	ON
1775224174.279	100	OFF
