1775152871.637	1	53.4 C
1775152872.638	2	43.9 C
1775152873.639	3	45.9 C
1775152874.639	4	31.6 C
1775152875.64	5	48.3 C
1775152876.64	6	39.0 C
1775152877.641	7	45.0 C
1775152878.641	8	47.4 C
1775152879.642	9	37.8 C
1775152880.642	10	32.6 C
1775152881.643	11	40.7 C
1775152882.643	12	32.2 C
1775152883.644	13	35.3 C
1775152884.644	14	36.3 C
1775152885.645	15	37.3 C
1775152886.646	16	51.7 C
1775152887.646	17	27.3 C
1775152888.647	18	47.1 C
1775152889.647	19	51.0 C
1775152890.648	20	52.1 C
1775152891.649	21	25.5 C
1775152892.65	22	39.1 C
1775152893.651	23	31.4 C
1775152894.651	24	27.4 C
1775152895.652	25	51.8 C
1775152896.653	26	53.7 C
1775152897.653	27	42.3 C
1775152898.654	28	52.1 C
1775152899.654	29	40.0 C
1775152900.655	30	51.9 C
1775152901.655	31	49.2 C
1775152902.656	32	39.8 C
1775152903.656	33	31.2 C
1775152904.657	34	38.9 C
1775152905.657	35	54.0 C
1775152906.658	36	26.4 C
1775152907.658	37	62.6 C
1775152908.659	38	39.2 C
1775152909.66	39	47.1 C
1775152910.66	40	45.2 C
1775152911.661	41	31.8 C
1775152912.661	42	47.3 C
1775152913.662	43	60.4 C
1775152914.662	44	65.4 C
1775152915.663	45	46.0 C
1775152916.664	46	25.1 C
1775152917.664	47	45.9 C
1775152918.665	48	30.8 C
1775152919.666	49	24.5 C
1775152920.666	50	39.0 C
1775152921.667	51	42.9 C
1775152922.667	52	36.9 C
1775152923.668	53	46.0 C
1775152924.668	54	43.6 C
1775152925.669	55	55.5 C
1775152926.669	56	33.7 C
1775152927.67	57	30.4 C
1775152928.67	58	39.0 C
1775152929.671	59	57.8 C
1775152930.671	60	39.5 C
1775152931.672	61	35.0 C
1775152932.672	62	38.6 C
1775152933.673	63	41.8 C
1775152934.673	64	47.2 C
1775152935.674	65	38.0 C
1775152936.674	66	40.4 C
1775152937.675	67	45.6 C
1775152938.675	68	33.1 C
1775152939.676	69	39.0 C
1775152940.676	70	51.9 C
1775152941.677	71	68.7 C
1775152942.678	72	51.1 C
1775152943.678	73	25.8 C
1775152944.679	74	58.9 C
1775152945.68	75	47.0 C
1775152946.68	76	62.5 C
1775152947.681	77	31.0 C
1775152948.681	78	33.9 C
1775152949.682	79	31.1 C
1775152950.682	80	34.5 C
1775152951.683	81	44.5 C
1775152952.683	82	45.3 C
1775152953.684	83	37.6 C
1775152954.684	84	41.6 C
1775152955.685	85	47.2 C
1775152956.685	86	33.6 C
1775152957.686	87	50.0 C
1775152958.687	88	48.1 C
1775152959.687	89	45.0 C
1775152960.688	90	42.4 C
1775152961.688	91	53.8 C
1775152962.689	92	43.0 C
1775152963.689	93	34.1 C
1775152964.69	94	40.7 C
1775152965.691	95	30.7 C
1775152966.691	96	36.2 C
1775152967.692	97	37.9 C
1775152968.692	98	39.8 C
1775152969.693	99	48.9 C
1775152970.693	100	49.3 C
1775152971.694	101	26.4 C
1775152972.694	102	45.4 C
1775152973.695	103	33.7 C
1775152974.696	104	35.1 C
1775152975.696	105	38.2 C
1775152976.697	106	32.4 C
1775152977.698	107	35.8 C
1775152978.699	108	35.2 C
1775152979.7	109	70.7 C
1775152980.7	110	36.3 C
1775152981.701	111	38.9 C
1775152982.702	112	58.7 C
1775152983.702	113	51.6 C
1775152984.703	114	58.4 C
1775152985.703	115	43.2 C
1775152986.704	116	48.7 C
1775152987.704	117	26.6 C
1775152988.705	118	45.2 C
1775152989.706	119	37.6 C
1775152990.706	120	48.2 C
1775152991.707	121	55.9 C
1775152992.707	122	53.0 C
1775152993.708	123	40.6 C
1775152994.708	124	35.7 C
1775152995.709	125	43.3 C
1775152996.709	126	38.2 C
1775152997.71	127	31.4 C
1775152998.711	128	52.1 C
1775152999.711	129	48.5 C
1775153000.712	130	42.5 C
1775153001.712	131	46.4 C
1775153002.713	132	39.7 C
1775153003.713	133	43.5 C
1775153004.714	134	43.0 C
1775153005.714	135	49.4 C
1775153006.715	136	60.9 C
1775153007.715	137	34.1 C
1775153008.716	138	51.5 C
1775153009.716	139	49.1 C
1775153010.717	140	37.7 C
1775153011.717	141	35.3 C
1775153012.718	142	41.2 C
1775153013.719	143	43.8 C
1775153014.719	144	29.8 C
1775153015.72	145	53.1 C
1775153016.721	146	37.3 C
1775153017.721	147	39.9 C
1775153018.722	148	38.3 C
1775153019.722	149	40.4 C
1775153020.723	150	52.6 C
1775153021.723	151	46.4 C
1775153022.724	152	30.9 C
1775153023.725	153	37.6 C
1775153024.725	154	34.0 C
1775153025.726	155	28.2 C
1775153026.726	156	40.6 C
1775153027.727	157	48.5 C
1775153028.727	158	35.5 C
1775153029.728	159	42.3 C
1775153030.728	160	55.3 C
1775153031.729	161	52.8 C
1775153032.729	162	17.0 C
1775153033.73	163	32.7 C
1775153034.731	164	44.7 C
1775153035.731	165	29.2 C
1775153036.732	166	43.3 C
1775153037.732	167	54.1 C
1775153038.733	168	44.8 C
1775153039.733	169	41.0 C
1775153040.734	170	32.1 C
1775153041.735	171	31.8 C
1775153042.735	172	50.9 C
1775153043.736	173	51.5 C
1775153044.736	174	51.3 C
1775153045.737	175	56.3 C
1775153046.737	176	64.9 C
1775153047.738	177	42.5 C
1775153048.739	178	45.2 C
1775153049.74	179	37.9 C
1775153050.741	180	38.3 C
1775153051.741	181	71.5 C
1775153052.742	182	47.6 C
1775153053.743	183	35.1 C
1775153054.743	184	48.9 C
1775153055.744	185	50.7 C
1775153056.744	186	59.9 C
1775153057.745	187	38.3 C
1775153058.745	188	51.8 C
1775153059.746	189	38.7 C
1775153060.746	190	35.1 C
1775153061.747	191	66.1 C
1775153062.748	192	41.6 C
1775153063.748	193	46.8 C
1775153064.749	194	46.7 C
1775153065.75	195	47.8 C
1775153066.75	196	35.9 C
1775153067.751	197	43.1 C
1775153068.752	198	35.7 C
1775153069.752	199	31.7 C
1775153070.753	200	23.8 C
1775153071.753	201	24.2 C
1775153072.754	202	42.5 C
1775153073.754	203	42.1 C
1775153074.758	204	38.6 C
1775153075.758	205	49.7 C
1775153076.759	206	35.7 C
1775153077.759	207	47.0 C
1775153078.76	208	50.7 C
1775153079.76	209	52.1 C
1775153080.761	210	33.0 C
1775153081.762	211	39.4 C
1775153082.762	212	31.3 C
1775153083.763	213	29.1 C
1775153084.763	214	52.7 C
1775153085.764	215	33.0 C
1775153086.765	216	51.5 C
1775153087.765	217	48.0 C
1775153088.766	218	51.6 C
1775153089.767	219	47.1 C
1775153090.768	220	35.0 C
1775153091.768	221	45.3 C
1775153092.769	222	37.2 C
1775153093.769	223	35.3 C
1775153094.77	224	40.4 C
1775153095.772	225	52.1 C
1775153096.773	226	39.5 C
1775153097.774	227	42.1 C
1775153098.774	228	51.2 C
1775153099.775	229	33.7 C
1775153100.784	230	19.7 C
1775153101.785	231	29.2 C
1775153102.786	232	37.0 C
1775153103.786	233	35.7 C
1775153104.787	234	44.5 C
1775153105.788	235	20.3 C
1775153106.788	236	48.5 C
